Attention Check,Vehicle Imagined,AV Experience,Primary Mode,ADAS Usage,Tech Confidence,Driving Experience,Continent,Gender,Age,Display,Answer Value,Video ID,Ethnicity,Country,Student,Employment,Driver Trust,Time To Event,Light Conditions,Weather,Scene,Road Type,Ego Fault,Point of Impact,Ego Avoidability,Ego Maneuver,Ego Speeding,Ego Violation,Other Maneuver,Other Speeding,Other Body Style,Other Violation,VRU Involvement,Impact Severity
Pass,HDV,Yes,Car,High,High,5-10,Europe,Female,25-45,HDV,0.0,F_qlUe9M3TwLkDzzz,White,Portugal,No,Full-Time,Medium,2.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,AV,No,Public Transport,Medium,Medium,<5,Africa,Female,<25,AV,0.0,F_qlUe9M3TwLkDzzz,Black,Kenya,Yes,Unemployed,Medium,2.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,AV,No,Public Transport,Low,High,<5,Europe,Male,<25,AV,1.0,F_PSpLyy7NRsDQQ6L,White,Poland,No,Full-Time,Low,0.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,AV,No,Car,Medium,High,>10,Europe,Male,45-65,AV,0.0,F_PSpLyy7NRsDQQ6L,White,United Kingdom,No,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,AV,No,Car,Low,High,>10,Africa,Male,45-65,AV,1.0,F_PSpLyy7NRsDQQ6L,Black,South Africa,Yes,Full-Time,Low,0.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,HDV,No,Public Transport,High,High,<5,Africa,Female,25-45,HDV,1.0,F_PSpLyy7NRsDQQ6L,Black,South Africa,Unknown,Unknown,High,0.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,HDV,No,Car,Medium,Medium,<5,Africa,Female,<25,HDV,0.0,F_PSpLyy7NRsDQQ6L,Black,South Africa,Unknown,Unknown,High,0.5,Normal,Cloudy,Sub-urban,Signalized Intersection,Yes,T-bone,Potentially Avoidable,Turning,No,Right-of-way,Go Straight,No,SUV,No,No,Severe
Pass,AV,No,Car,Low,High,>10,Europe,Female,45-65,AV,0.0,F_GjOJMn8sCnzxLHn,White,Italy,No,Part-Time,High,1.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Medium,High,5-10,Africa,Male,25-45,HDV,1.0,F_GjOJMn8sCnzxLHn,Black,South Africa,Unknown,Unknown,High,1.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,Medium,5-10,Europe,Male,25-45,HDV,1.0,F_GjOJMn8sCnzxLHn,White,Poland,Yes,Full-Time,Medium,1.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,HDV,0.0,F_GjOJMn8sCnzxLHn,Black,South Africa,No,Full-Time,Medium,1.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,45-65,HDV,1.0,F_GjOJMn8sCnzxLHn,Black,South Africa,No,Full-Time,High,1.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Female,<25,HDV,0.0,F_KmVLo7UsTLwum5m,White,Poland,No,Full-Time,High,1.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Bicycle/on foot,Low,Medium,<5,Europe,Female,25-45,HDV,0.0,F_KmVLo7UsTLwum5m,White,Czech Republic,No,Full-Time,Medium,1.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,<5,Europe,Male,<25,HDV,0.0,F_KmVLo7UsTLwum5m,White,Italy,No,Unemployed,Medium,1.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Bicycle/on foot,Low,High,<5,Europe,Male,<25,AV,0.0,F_KmVLo7UsTLwum5m,Asian,Netherlands,Yes,Full-Time,Medium,1.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,25-45,HDV,0.0,F_z4gisNMGWBgQJjg,White,South Africa,No,Full-Time,Medium,2.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,0.0,F_z4gisNMGWBgQJjg,Mixed,United States,Unknown,Unknown,Medium,2.0,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Low,Medium,>10,North America,Female,25-45,AV,0.0,F_S0bh1OAcxPWnqdQ,White,United States,Unknown,Unknown,Low,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Medium,High,>10,Europe,Female,25-45,AV,0.0,F_S0bh1OAcxPWnqdQ,White,United Kingdom,No,Full-Time,Low,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,Yes,Car,Medium,High,5-10,North America,Male,<25,AV,0.0,F_S0bh1OAcxPWnqdQ,Asian,United States,Unknown,Unknown,Medium,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Medium,High,5-10,Europe,Male,25-45,HDV,0.0,F_S0bh1OAcxPWnqdQ,White,Italy,No,Full-Time,Medium,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,High,5-10,Africa,Male,25-45,AV,0.0,F_S0bh1OAcxPWnqdQ,Black,South Africa,Yes,Part-Time,Low,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,<5,Africa,Female,<25,AV,0.0,F_S0bh1OAcxPWnqdQ,Black,South Africa,Yes,Unknown,Low,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,High,>10,Europe,Male,45-65,HDV,0.0,F_S0bh1OAcxPWnqdQ,White,Italy,Unknown,Unknown,Medium,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,Yes,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_S0bh1OAcxPWnqdQ,Black,South Africa,Yes,Part-Time,Medium,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,Yes,Car,High,Medium,<5,Africa,Female,25-45,HDV,0.0,F_S0bh1OAcxPWnqdQ,Black,South Africa,Unknown,Unknown,Medium,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,5-10,Africa,Male,25-45,HDV,0.0,F_S0bh1OAcxPWnqdQ,Black,South Africa,No,Full-Time,Low,2.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Low,High,5-10,Europe,Male,25-45,HDV,1.0,F_rSyHhQ2MaW8Mv5H,White,Poland,Unknown,Unknown,Medium,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,Medium,>10,Europe,Female,45-65,HDV,1.0,F_rSyHhQ2MaW8Mv5H,White,United Kingdom,No,Full-Time,Medium,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Public Transport,High,Medium,<5,Africa,Female,25-45,AV,1.0,F_rSyHhQ2MaW8Mv5H,Black,South Africa,Yes,Full-Time,Medium,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,1.0,F_rSyHhQ2MaW8Mv5H,White,United States,Unknown,Unknown,Low,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,High,High,<5,Africa,Female,<25,HDV,1.0,F_rSyHhQ2MaW8Mv5H,Black,Kenya,Yes,Full-Time,Medium,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Female,<25,AV,1.0,F_rSyHhQ2MaW8Mv5H,Black,South Africa,No,Full-Time,Low,0.5,Bright,Clear,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Go Straight,No,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,<5,North America,Male,<25,AV,0.0,F_LiZn6hNtRvQwmby,Asian,United States,Unknown,Unknown,Low,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Africa,Male,<25,AV,1.0,F_LiZn6hNtRvQwmby,Black,South Africa,Yes,Part-Time,Medium,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,Medium,5-10,Africa,Female,25-45,AV,0.0,F_LiZn6hNtRvQwmby,Black,South Africa,Yes,Full-Time,Low,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Motorcycle,Low,High,5-10,Asia,Male,25-45,HDV,0.0,F_LiZn6hNtRvQwmby,Asian,India,No,Full-Time,Medium,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Medium,Medium,<5,Africa,Female,<25,HDV,1.0,F_LiZn6hNtRvQwmby,Black,South Africa,Yes,Unknown,High,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,High,High,5-10,Africa,Female,25-45,AV,1.0,F_LiZn6hNtRvQwmby,Black,South Africa,No,Full-Time,High,1.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,0.0,F_0x3qf7pLTjVga25,Asian,Canada,Unknown,Full-Time,Low,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,Low,High,5-10,North America,Male,25-45,HDV,0.0,F_0x3qf7pLTjVga25,Unknown,Mexico,No,Full-Time,High,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,High,High,<5,Europe,Male,<25,HDV,0.0,F_0x3qf7pLTjVga25,White,United Kingdom,Yes,Unknown,High,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,Europe,Male,45-65,HDV,0.0,F_0x3qf7pLTjVga25,White,Germany,No,Full-Time,Medium,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,Medium,<5,Africa,Female,<25,AV,1.0,F_0x3qf7pLTjVga25,Black,South Africa,Yes,Unemployed,High,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,Yes,Bicycle/on foot,Low,Medium,<5,South America,Male,<25,AV,0.0,F_0x3qf7pLTjVga25,Unknown,Chile,Yes,Part-Time,Medium,1.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,<5,Europe,Male,<25,AV,0.0,F_hwXsKWONrtezpIg,White,Greece,No,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,Yes,Car,Low,High,>10,Europe,Male,25-45,AV,1.0,F_hwXsKWONrtezpIg,White,Poland,No,Full-Time,Low,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Low,Medium,<5,Africa,Male,<25,HDV,0.0,F_hwXsKWONrtezpIg,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,Yes,Car,High,High,>10,Africa,Male,45-65,HDV,0.0,F_hwXsKWONrtezpIg,Black,South Africa,Yes,Full-Time,Low,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,Medium,<5,Africa,Female,<25,AV,0.0,F_hwXsKWONrtezpIg,Black,South Africa,Yes,Part-Time,Medium,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,>10,Europe,Male,25-45,AV,0.0,F_hwXsKWONrtezpIg,White,Greece,No,Part-Time,Low,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,Medium,>10,Europe,Male,45-65,HDV,0.0,F_hwXsKWONrtezpIg,White,Portugal,No,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Medium,Medium,5-10,Africa,Female,25-45,HDV,1.0,F_hwXsKWONrtezpIg,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,High,5-10,Africa,Male,25-45,AV,0.0,F_hwXsKWONrtezpIg,Black,South Africa,No,Full-Time,High,2.0,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,0.0,F_QUn7iLLQThlcswL,Asian,Canada,No,Full-Time,Low,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,High,High,>10,North America,Female,>65,AV,0.0,F_QUn7iLLQThlcswL,White,United States,No,Part-Time,Medium,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,High,5-10,Africa,Male,<25,HDV,0.0,F_QUn7iLLQThlcswL,Black,South Africa,Yes,Part-Time,Medium,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Low,High,>10,Africa,Female,25-45,AV,0.0,F_QUn7iLLQThlcswL,Black,South Africa,Yes,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,High,Medium,<5,Africa,Male,<25,HDV,0.0,F_QUn7iLLQThlcswL,Black,South Africa,No,Part-Time,Medium,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Public Transport,Low,High,<5,Europe,Female,25-45,AV,0.0,F_QUn7iLLQThlcswL,Black,United Kingdom,Unknown,Unknown,High,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,Yes,Public Transport,Medium,High,>10,Africa,Female,25-45,AV,0.0,F_QUn7iLLQThlcswL,Black,South Africa,Yes,Full-Time,Medium,2.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,North America,Other,25-45,AV,0.0,F_DFyDRwq7ZmN6RRd,Mixed,Mexico,Yes,Part-Time,Low,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,>10,North America,Male,25-45,HDV,0.0,F_DFyDRwq7ZmN6RRd,White,Canada,No,Full-Time,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,North America,Female,45-65,AV,0.0,F_DFyDRwq7ZmN6RRd,White,United States,Unknown,Unknown,Low,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Bicycle/on foot,Low,High,<5,Europe,Male,25-45,HDV,0.0,F_DFyDRwq7ZmN6RRd,White,Greece,No,Unemployed,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,Europe,Male,25-45,HDV,0.0,F_DFyDRwq7ZmN6RRd,White,Greece,No,Full-Time,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,Unknown,No,Car,Low,Medium,5-10,Europe,Male,25-45,AV,1.0,F_DFyDRwq7ZmN6RRd,White,Israel,Yes,Full-Time,Low,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,Yes,Car,Medium,Medium,5-10,Africa,Female,25-45,AV,1.0,F_DFyDRwq7ZmN6RRd,Black,South Africa,No,Full-Time,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Public Transport,Low,High,<5,Europe,Female,25-45,AV,1.0,F_DFyDRwq7ZmN6RRd,White,Hungary,No,Full-Time,High,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,High,<5,Africa,Male,25-45,HDV,0.0,F_DFyDRwq7ZmN6RRd,Black,South Africa,Yes,Part-Time,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,Yes,Car,High,High,>10,Africa,Female,25-45,AV,0.0,F_DFyDRwq7ZmN6RRd,Black,South Africa,Unknown,Unknown,Medium,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,AV,No,Car,High,Medium,<5,Africa,Male,25-45,AV,0.0,F_DFyDRwq7ZmN6RRd,Black,South Africa,Yes,Full-Time,High,0.5,Normal,Cloudy,Urban,Collector,Yes,Sideswipe,Clearly Avoidable,Go Straight,No,No,Parking,No,SUV,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,Europe,Male,25-45,AV,1.0,F_HK7QHWo7vgbo3o4,White,United Kingdom,Yes,Full-Time,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,Europe,Female,25-45,HDV,0.0,F_HK7QHWo7vgbo3o4,White,United Kingdom,No,Full-Time,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,<5,Europe,Female,<25,HDV,0.0,F_HK7QHWo7vgbo3o4,White,Croatia,No,Unemployed,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,High,High,<5,Asia,Female,25-45,HDV,0.0,F_HK7QHWo7vgbo3o4,Asian,Canada,No,Part-Time,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,Medium,5-10,Asia,Female,25-45,AV,0.0,F_HK7QHWo7vgbo3o4,Asian,India,No,Full-Time,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,Yes,Car,Medium,High,<5,Africa,Female,25-45,HDV,1.0,F_HK7QHWo7vgbo3o4,Black,South Africa,No,Full-Time,Medium,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,Yes,Public Transport,Low,High,5-10,Africa,Male,<25,HDV,0.0,F_HK7QHWo7vgbo3o4,Black,South Africa,Unknown,Unknown,High,1.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,Europe,Male,25-45,AV,0.0,F_Mh3TrJGjAvGXlyK,White,United Kingdom,Yes,Full-Time,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,>10,Europe,Female,25-45,AV,0.0,F_Mh3TrJGjAvGXlyK,White,United Kingdom,Unknown,Unknown,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Bicycle/on foot,Low,Medium,>10,Europe,Male,25-45,HDV,0.0,F_Mh3TrJGjAvGXlyK,White,Poland,No,Full-Time,High,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Bicycle/on foot,Low,High,>10,Europe,Female,45-65,HDV,0.0,F_Mh3TrJGjAvGXlyK,White,United Kingdom,No,Full-Time,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,5-10,Africa,Female,25-45,AV,0.0,F_Mh3TrJGjAvGXlyK,Black,South Africa,No,Full-Time,High,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Africa,Female,45-65,AV,0.0,F_Mh3TrJGjAvGXlyK,Black,South Africa,No,Full-Time,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,High,High,5-10,Africa,Male,<25,HDV,0.0,F_Mh3TrJGjAvGXlyK,Black,South Africa,Yes,Full-Time,High,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,<5,Europe,Male,<25,HDV,0.0,F_Mh3TrJGjAvGXlyK,White,Italy,No,Unemployed,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_Mh3TrJGjAvGXlyK,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,Medium,>10,Europe,Male,45-65,AV,0.0,F_YiGn5gOyy5vTurw,White,Italy,No,Full-Time,Medium,2.0,Dark,Clear,Highway,Signalized Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Waiting,No,Sedan,No,No,Minor
